Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Funicular,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Sunkid Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Aerial tramway/reversible ropeway,Rope tow/beginner lift,People mover,Combined installation (gondola and chair),Cog railway,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing
la-trelasse,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/la-trelasse/,1150.0,0.5,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.3,,,,,,,,,,,,,,,,,0.0,0.0,,,,
la-tuque,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/la-tuque/,320.0,3.0,1.0,2.0,,,,,,27.50,0,22.50,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
la-vue-des-alpes-fontaines-les-gollieres,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/la-vue-des-alpes-fontaines-les-gollieres/,1320.0,3.0,1.0,0.0,,,,,,24,20,16,Swiss Franc,,,,,,,,,,,,,,,,,,,,,,,,,
laajis-laajavuori,Europe,Finland,West Finland (Lansi-Suomi),http://www.skiresort.info/ski-resort/laajis-laajavuori/,224.0,2.5,1.5,0.8,,,,0.0,,35,30,26,European Euro,1.5,1.8,1.5,,,,,,,,,,,,,,,,,0.0,,,,,
laangberget,Europe,Sweden,Central Sweden,http://www.skiresort.info/ski-resort/laangberget/,630.0,0.5,0.0,0.0,,,,,,160,0,125,Swedish krona,,,,,,,,,,,,,,,,,,,,,,,,,
laaxflimsfalera,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/laaxflimsfalera/,3018.0,88.0,81.0,19.0,,0.0,0.0,0.0,0.0,78,52,26,Swiss Franc,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,0.0,,,,,,
labbaye,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/labbaye/,1437.0,6.0,3.0,1.0,,,,0.0,,27,0,17,Swiss Franc,2.0,2.3,1.5,,,,,,,,,,,,,,,,,,,,,,
laber-oberammergau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/laber-oberammergau/,1684.0,0.0,0.0,4.0,,0.0,,,,26.50,0,13,European Euro,1.6,1.1,2.5,,,,,,,,,,,,,,,,,,,,,,
labrador-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/labrador-mountain/,570.0,6.0,6.0,5.0,,,0.0,0.0,,53,0,43,US Dollar,2.3,2.7,2.9,,,,,,,,,,,,,,,,,,,,,,
lac-blanc,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/lac-blanc/,1211.0,8.0,5.0,1.0,,,0.0,0.0,,23.50,21.50,20.50,European Euro,2.2,2.4,2.6,,,,,,,,,,,,,,,,,0.0,,,,,
laceno-bagnoli-irpino,Europe,Italy,Campania,http://www.skiresort.info/ski-resort/laceno-bagnoli-irpino/,1652.0,7.6,2.9,8.3,,,,,,26,0,24,European Euro,,,,,,,,,,,,,,,,,,,,,0.0,,,,
lachtal,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/lachtal/,2222.0,7.0,16.0,2.0,,,0.0,0.0,0.0,41,33,21.50,European Euro,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,,0.0,,,,,
lachung,Asia,India,,http://www.skiresort.info/ski-resort/lachung/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
lacu-rosu,Europe,Romania,,http://www.skiresort.info/ski-resort/lacu-rosu/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
ladek-zdroj,Europe,Poland,Lower Silesia (Wojewodztwo dolnoslaskie),http://www.skiresort.info/ski-resort/ladek-zdroj/,610.0,1.0,0.6,0.0,,,0.0,0.0,,0,0,0,-,1.3,1.3,2.0,,,,,,,,,,,,,,,,,0.0,,,,,
ladurns,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/ladurns/,2050.0,6.4,7.4,1.2,,,0.0,0.0,,38,0,27,European Euro,2.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,,,0.0,,,,
laerchenhof-erpfendorf,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/laerchenhof-erpfendorf/,789.0,0.5,0.5,0.0,,,,0.0,0.0,25,19,16,European Euro,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
lagazuoi5-torri-passo-giaupasso-falzarego,Europe,Italy,Venetia (Veneto),http://www.skiresort.info/ski-resort/lagazuoi5-torri-passo-giaupasso-falzarego/,2742.0,10.5,10.0,0.0,,,0.0,0.0,,54,49,38,European Euro,2.5,2.5,3.3,,,,,,,,,,,,,,,,0.0,,,,,,
lagdeilago-santo-corniglio,Europe,Italy,Emilia-Romagna,http://www.skiresort.info/ski-resort/lagdeilago-santo-corniglio/,1525.0,0.0,1.0,0.0,,,0.0,,,0,0,0,-,1.3,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
lagonaki-planned,Russia,Southern Russia,,http://www.skiresort.info/ski-resort/lagonaki-planned/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
lagoraipasso-brocon-castello-tesino,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/lagoraipasso-brocon-castello-tesino/,2060.0,4.8,5.9,0.3,,,0.0,,,25,0,22,European Euro,2.1,2.3,3.0,,,,,,,,,,,,,,,,,,0.0,,,,
laguiole,Europe,France,Occitania,http://www.skiresort.info/ski-resort/laguiole/,1402.0,4.2,4.0,1.8,,,,0.0,,19,0,16,European Euro,2.0,2.3,1.5,,,,,,,,,,,,,,,,,,,,,,
lagunillas,South America,Chile,Santiago Metropolitan Region (Region Metropolitana de Santiago),http://www.skiresort.info/ski-resort/lagunillas/,2550.0,5.0,4.0,4.0,,,,0.0,,25000,0,20000,Chiliean Peso,2.2,2.6,1.5,,,,,,,,,,,,,,,,,,,,,,
laichingen,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/laichingen/,790.0,0.4,0.0,0.0,,,,0.0,,18,0,16,European Euro,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
laiernberg-hettingen,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/laiernberg-hettingen/,675.0,0.3,0.0,0.0,,,,,,6,0,4,European Euro,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
lailias-ski-area-serres,Europe,Greece,Central Macedonia,http://www.skiresort.info/ski-resort/lailias-ski-area-serres/,1847.0,1.0,0.5,0.0,,,,0.0,,0,0,0,-,1.3,1.3,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
lainach-rangersdorf,Europe,Austria,Carinthia (Karnten),http://www.skiresort.info/ski-resort/lainach-rangersdorf/,950.0,0.3,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
lajoux,Europe,France,Franche-Comte,http://www.skiresort.info/ski-resort/lajoux/,1223.0,1.0,0.0,0.0,,,,0.0,,15,0,0,European Euro,1.3,1.0,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
lake-city-ski-hill,North America,USA,Colorado,http://www.skiresort.info/ski-resort/lake-city-ski-hill/,2771.0,0.7,0.3,0.0,,,,0.0,,15,0,7,US Dollar,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
lake-district-ski-club-raise,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/lake-district-ski-club-raise/,842.0,1.0,2.0,0.6,,,,0.0,,0,0,0,-,1.5,1.8,1.5,,,,,,,,,,,,,,,,,,,,,,
lake-louise,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/lake-louise/,2637.0,35.0,62.0,42.0,,0.0,0.0,0.0,0.0,104,79,39,Canadian Dollar,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,,,0.0,,,,
lake-songhua-resort,Asia,China,Jilin,http://www.skiresort.info/ski-resort/lake-songhua-resort/,900.0,15.0,12.0,4.0,,0.0,0.0,,,0,0,0,-,2.8,3.1,4.7,,,,,,,,,,,,,,,,,,,,,,
lakeridge-resort,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/lakeridge-resort/,370.0,1.5,1.0,0.5,,,0.0,,,57.75,0,48.30,Canadian Dollar,1.5,1.8,2.9,,,,,,,,,,,,,,,,,0.0,0.0,,,,
lakis,Europe,Finland,West Finland (Lansi-Suomi),http://www.skiresort.info/ski-resort/lakis/,163.0,1.5,0.6,0.0,,,,0.0,,28,0,24,European Euro,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
lammeralm-langenwang,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/lammeralm-langenwang/,1230.0,2.9,3.7,2.2,,,0.0,0.0,,29,24,16,European Euro,1.9,2.3,2.7,,,,,,,,,,,,,,,,,,0.0,,,,
lammertallift-annaberg-lungoetz,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/lammertallift-annaberg-lungoetz/,1000.0,1.4,0.0,0.0,,,,0.0,,18,0,13.50,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
lana-lift-anras,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/lana-lift-anras/,1360.0,0.5,0.5,0.0,,,,0.0,,0,0,0,-,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
landerzhofen-greding,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/landerzhofen-greding/,464.0,0.1,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
landsberied,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/landsberied/,580.0,0.5,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,0.0,,,,,
landsombergets,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/landsombergets/,411.0,1.2,0.9,0.0,,,,,,160,0,130,Swedish krona,,,,,,,,,,,,,,,,,,,,,,,,,
langenau-tettau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/langenau-tettau/,650.0,0.3,0.0,0.0,,,,,,7,0,5.50,European Euro,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
langenberg-geiselwind,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/langenberg-geiselwind/,450.0,0.2,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
langenbruck-untereobere-wanne,Europe,Switzerland,Northwestern Switzerland,http://www.skiresort.info/ski-resort/langenbruck-untereobere-wanne/,950.0,3.0,1.0,0.0,,,,,,30,0,20,Swiss Franc,,,,,,,,,,,,,,,,,,,,,,,,,
langewiese-hoehenhang,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/langewiese-hoehenhang/,740.0,0.3,1.0,0.4,,,,0.0,,12.90,0,9.90,European Euro,1.3,1.6,1.5,,,,,,,,,,,,,,,,,,,,,,
langkampfen,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/langkampfen/,543.0,0.2,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
langmattli-hergiswil,Europe,Switzerland,Central Switzerland,http://www.skiresort.info/ski-resort/langmattli-hergiswil/,946.0,0.4,0.0,0.0,,,,0.0,,12,0,7,Swiss Franc,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
langmattlift-aftersteg-todtnau,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/langmattlift-aftersteg-todtnau/,942.0,1.2,0.0,0.0,,,,0.0,,18,0,12,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
lanov,Europe,Czech Republic,Hradec Kralove Region (Kralovehradecky kraj),http://www.skiresort.info/ski-resort/lanov/,608.0,0.5,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
lans-en-vercors,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/lans-en-vercors/,1807.0,13.0,8.0,2.0,,,,0.0,,19.20,0,16.75,European Euro,2.5,2.7,1.5,,,,,,,,,,,,,,,,,,,,,,
lantian-fuxiling,Asia,China,,http://www.skiresort.info/ski-resort/lantian-fuxiling/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
lantschlenz,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/lantschlenz/,1390.0,0.8,0.0,0.0,,,,0.0,,0,0,0,-,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
laqlouq,Asia,Lebanon,Mount Lebanon,http://www.skiresort.info/ski-resort/laqlouq/,1914.0,5.0,3.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
larcenaire-bussang,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/larcenaire-bussang/,959.0,1.5,0.5,0.0,,,,0.0,,15,0,13.50,European Euro,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
las-araucariasllaima-vilcun,South America,Chile,Araucania,http://www.skiresort.info/ski-resort/las-araucariasllaima-vilcun/,1942.0,10.0,4.0,1.0,,,0.0,0.0,,25000,0,20000,Chiliean Peso,2.2,2.4,2.3,,,,,,,,,,,,,,,,,,,,,,
las-lenas,South America,Argentina,Mendoza,http://www.skiresort.info/ski-resort/las-lenas/,3430.0,5.0,12.0,35.0,,,0.0,0.0,,1270,0,1020,Argentine Peso,3.3,3.6,2.9,,,,,,,,,,,,,,,,,,0.0,,,,
las-vegas-ski-and-snowboard-resort-lee-canyon,North America,USA,Nevada,http://www.skiresort.info/ski-resort/las-vegas-ski-and-snowboard-resort-lee-canyon/,2856.0,0.3,5.0,2.0,,,0.0,,,70,0,60,US Dollar,1.9,2.1,2.8,,,,,,,,,,,,,,,,,0.0,0.0,,,,
las-vegas-wet-planned,North America,USA,Nevada,http://www.skiresort.info/ski-resort/las-vegas-wet-planned/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
last-frontier-bob-quinn-lake,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/last-frontier-bob-quinn-lake/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0.0,
lastaro,Europe,Italy,Venetia (Veneto),http://www.skiresort.info/ski-resort/lastaro/,1152.0,0.5,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
latemar-obereggenpampeagopredazzo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/latemar-obereggenpampeagopredazzo/,2388.0,9.0,32.0,7.0,,0.0,0.0,0.0,0.0,48,33,33,European Euro,3.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,,,,0.0,,,
laterns-gapfohl,Europe,Austria,Vorarlberg,http://www.skiresort.info/ski-resort/laterns-gapfohl/,1785.0,8.0,15.0,4.0,,,0.0,0.0,0.0,36,31,18.50,European Euro,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,,,,,,,
latky-prasiva,Europe,Slovakia,Banska Bystrica (Banskobystricky kraj),http://www.skiresort.info/ski-resort/latky-prasiva/,1035.0,1.2,0.0,0.0,,,,0.0,,12,0,8,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,0.0,,,,,
laubendorf,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/laubendorf/,340.0,0.2,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
laubenthal,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/laubenthal/,520.0,0.3,0.0,0.0,,,,,,10,0,0,European Euro,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
lauchernalp-loetschental,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/lauchernalp-loetschental/,3111.0,20.0,17.0,18.0,,0.0,0.0,0.0,0.0,55,48,29,Swiss Franc,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,0.0,0.0,,,,,
lauenen,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/lauenen/,1400.0,2.2,0.0,0.0,,,,0.0,,63,51,35,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
lauenhain-ludwigsstadt,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/lauenhain-ludwigsstadt/,665.0,0.4,0.0,0.0,,,,,,7.50,0,6.50,European Euro,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
laurel-mountain,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/laurel-mountain/,837.0,4.0,3.0,1.0,,,0.0,,,53,0,43,US Dollar,1.9,2.2,2.9,,,,,,,,,,,,,,,,,0.0,,,,,
laurentian-ski-hill-north-bay,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/laurentian-ski-hill-north-bay/,325.0,1.3,0.2,0.0,,,0.0,,,34,0,28,Canadian Dollar,1.3,1.3,2.8,,,,,,,,,,,,,,,,,0.0,0.0,,,,
lausche-waltersdorf,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/lausche-waltersdorf/,630.0,1.4,1.5,0.0,,,,0.0,,0,0,0,-,1.3,1.3,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
lautlingen-albstadt,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/lautlingen-albstadt/,710.0,0.5,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
lavarone,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/lavarone/,1650.0,19.7,5.4,2.2,,,0.0,0.0,0.0,36,26,20,European Euro,2.7,2.9,2.9,,,,,,,,,,,,,,,,,,,,,,
laworta-ustrzyki-dolne,Europe,Poland,Subcarpathian Voivodeship (Wojewodztwo podkarpackie),http://www.skiresort.info/ski-resort/laworta-ustrzyki-dolne/,769.0,0.3,2.5,0.0,,,0.0,0.0,,90,0,0,Polish zloty,1.3,1.3,2.5,,,,,,,,,,,,,,,,,0.0,,,,,
laye,Europe,France,Provence-Alpes-Cote d'Azur,http://www.skiresort.info/ski-resort/laye/,1850.0,4.0,5.0,1.0,,,,0.0,0.0,17.60,17.60,17.60,European Euro,2.1,2.4,1.5,,,,,,,,,,,,,,,,,,,,,,
lazensky-vrch-lipova-lazne,Europe,Czech Republic,Olomouc Region (Olomoucky kraj),http://www.skiresort.info/ski-resort/lazensky-vrch-lipova-lazne/,620.0,1.0,0.5,0.0,,,,,,300,0,260,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
lazne-jesenik,Europe,Czech Republic,Olomouc Region (Olomoucky kraj),http://www.skiresort.info/ski-resort/lazne-jesenik/,675.0,0.3,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
le-brassus,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/le-brassus/,1361.0,2.5,1.5,1.0,,,,0.0,,27,0,17,Swiss Franc,1.7,2.0,1.5,,,,,,,,,,,,,,,,,,,,,,
le-cerneux-pequignot,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/le-cerneux-pequignot/,1200.0,2.0,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
le-chaluet-court,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/le-chaluet-court/,740.0,0.3,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
le-chantecler,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/le-chantecler/,457.0,,,,,,0.0,,,45,39,34,Canadian Dollar,,,,,,,,,,,,,,,,,,,,,0.0,,,,
le-chauffaud-val-de-morteau,Europe,France,Bourgogne-Franche-Comte,http://www.skiresort.info/ski-resort/le-chauffaud-val-de-morteau/,1168.0,0.6,0.0,0.0,,,,0.0,,0,0,0,-,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
le-chazelet,Europe,France,Provence-Alpes-Cote d'Azur,http://www.skiresort.info/ski-resort/le-chazelet/,2170.0,3.0,3.0,0.0,,,0.0,0.0,,16.50,0,14.50,European Euro,1.7,1.7,2.3,,,,,,,,,,,,,,,,,0.0,,,,,
le-col-du-feu-lullin,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/le-col-du-feu-lullin/,1175.0,1.0,0.0,0.0,,,,0.0,,7,0,5.50,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
le-collet-dallevard,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/le-collet-dallevard/,2140.0,20.0,13.0,2.0,,,0.0,0.0,0.0,22.50,19.50,17,European Euro,2.9,3.1,3.0,,,,,,,,,,,,,,,,,,,,,,
le-desert-dentremont,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/le-desert-dentremont/,1400.0,2.0,1.0,0.5,,,,0.0,,12,0,10.50,European Euro,1.5,1.8,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
le-frenz,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/le-frenz/,1105.0,4.0,0.0,0.0,,,,0.0,,11,0,0,European Euro,1.5,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
le-gaschney-petit-hohneck,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/le-gaschney-petit-hohneck/,1290.0,2.0,5.0,0.0,,,,0.0,,16,0,14,European Euro,1.9,1.9,1.5,,,,,,,,,,,,,,,,,,,,,,
le-grand-bornand,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/le-grand-bornand/,2100.0,49.0,29.0,8.0,,0.0,0.0,0.0,,36.50,29,27.30,European Euro,3.9,4.1,3.3,,,,,,,,,,,,,,,,,0.0,0.0,,,,
le-grand-domaine-valmoreldoucycelliersst-francois-longchamp,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/le-grand-domaine-valmoreldoucycelliersst-francois-longchamp/,2550.0,115.0,35.0,15.0,,0.0,0.0,0.0,,44.60,37.90,28.40,European Euro,4.8,5.0,3.3,,,,,,,,,,,,,,,,,0.0,0.0,,,,
le-grand-massif-flaineles-carrozmorillonsamoenssixt,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/le-grand-massif-flaineles-carrozmorillonsamoenssixt/,2476.0,135.0,95.0,35.0,0.0,0.0,0.0,0.0,,47,0,35.30,European Euro,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,,0.0,0.0,,,,
le-grand-puy,Europe,France,Provence-Alpes-Cote d'Azur,http://www.skiresort.info/ski-resort/le-grand-puy/,1736.0,12.0,7.0,3.0,,,0.0,0.0,,18,0,13,European Euro,2.5,2.8,2.5,,,,,,,,,,,,,,,,,,,,,,
le-grand-valtin-ban-sur-meurthe-clefcy,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/le-grand-valtin-ban-sur-meurthe-clefcy/,930.0,0.5,0.0,0.0,,,,0.0,,10,0,7,European Euro,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
le-haut-du-tot-sapois,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/le-haut-du-tot-sapois/,930.0,0.5,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
le-larmont,Europe,France,Bourgogne-Franche-Comte,http://www.skiresort.info/ski-resort/le-larmont/,1211.0,2.0,0.0,0.0,,,,0.0,0.0,13,11,8,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
le-lioran,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/le-lioran/,1850.0,30.0,20.0,10.0,,,0.0,0.0,,32,25.70,21.90,European Euro,3.4,3.7,3.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,
le-lys-cauterets,Europe,France,Occitania,http://www.skiresort.info/ski-resort/le-lys-cauterets/,2415.0,21.0,12.0,3.0,,0.0,0.0,0.0,,37,0,32,European Euro,3.0,3.2,3.8,,,,,,,,,,,,,,,,,,0.0,,,,
le-manon,Europe,France,Franche-Comte,http://www.skiresort.info/ski-resort/le-manon/,1298.0,2.0,1.0,0.0,,,,0.0,,17,0,15,European Euro,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
le-markstein,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/le-markstein/,1340.0,6.0,3.0,1.0,,,,0.0,,19.50,0,16.50,European Euro,2.0,2.3,1.5,,,,,,,,,,,,,,,,,0.0,,,,,
le-massif-de-charlevoix,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/le-massif-de-charlevoix/,806.0,12.0,16.0,11.0,,0.0,0.0,0.0,,78,57,39,Canadian Dollar,2.9,3.3,4.2,,,,,,,,,,,,,,,,,,0.0,,,,
le-mont-dore,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/le-mont-dore/,1840.0,30.0,10.0,1.0,,,0.0,0.0,,32.50,26.80,22.80,European Euro,3.0,3.2,2.5,,,,,,,,,,,,,,,,0.0,,0.0,,,,
le-monty-lierneux,Europe,Belgium,Wallonia,http://www.skiresort.info/ski-resort/le-monty-lierneux/,495.0,0.9,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
le-mourtis,Europe,France,Occitania,http://www.skiresort.info/ski-resort/le-mourtis/,1860.0,13.0,10.0,2.0,,,0.0,0.0,,25,22,18,European Euro,2.5,2.7,2.6,,,,,,,,,,,,,,,,,,,,,,
le-paquier-cret-du-puy,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/le-paquier-cret-du-puy/,1260.0,7.0,2.0,1.0,,,,,,28,0,18,Swiss Franc,,,,,,,,,,,,,,,,,,,,,,,,,
